"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
45,"No","Travel_Rarely",1268,"Sales",4,2,"Life Sciences",240,3,"Female",30,3,2,"Sales Executive",1,"Divorced",5006,6319,4,"Yes",11,3,1,1,9,3,4,5,4,0,3
55,"No","Travel_Frequently",135,"Research & Development",18,4,"Medical",1034,3,"Male",62,3,2,"Healthcare Representative",2,"Married",6385,12992,3,"Yes",14,3,4,2,17,3,3,8,7,6,7
28,"No","Travel_Rarely",1144,"Sales",10,1,"Medical",1056,4,"Male",74,3,1,"Sales Representative",2,"Married",1052,23384,1,"No",22,4,2,0,1,5,3,1,0,0,0
28,"No","Non-Travel",1476,"Research & Development",1,3,"Life Sciences",1315,3,"Female",55,1,2,"Laboratory Technician",4,"Married",6674,16392,0,"No",11,3,1,3,10,6,3,9,8,7,5
52,"No","Travel_Rarely",994,"Research & Development",7,4,"Life Sciences",1118,2,"Male",87,3,3,"Healthcare Representative",2,"Single",10445,15322,7,"No",19,3,4,0,18,4,3,8,6,4,0
32,"No","Travel_Rarely",588,"Sales",8,2,"Technical Degree",436,3,"Female",65,2,2,"Sales Executive",2,"Married",5228,24624,1,"Yes",11,3,4,0,13,2,3,13,12,11,9
32,"No","Travel_Rarely",588,"Sales",8,2,"Technical Degree",436,3,"Female",65,2,2,"Sales Executive",2,"Married",5228,24624,1,"Yes",11,3,4,0,13,2,3,13,12,11,9
36,"No","Travel_Frequently",607,"Sales",7,3,"Marketing",1362,1,"Female",83,4,2,"Sales Executive",1,"Married",4639,2261,2,"No",16,3,4,1,17,2,2,15,7,6,13
30,"No","Travel_Rarely",1138,"Research & Development",6,3,"Technical Degree",1311,1,"Female",48,2,2,"Laboratory Technician",4,"Married",4627,23631,0,"No",12,3,1,1,10,6,3,9,2,6,7
46,"No","Travel_Rarely",228,"Sales",3,3,"Life Sciences",1527,3,"Female",51,3,4,"Manager",2,"Married",16606,11380,8,"No",12,3,4,1,23,2,4,13,12,5,1
29,"No","Travel_Frequently",490,"Research & Development",10,3,"Life Sciences",1143,4,"Female",61,3,1,"Research Scientist",2,"Divorced",3291,17940,0,"No",14,3,4,2,8,2,2,7,5,1,1
40,"No","Travel_Rarely",555,"Research & Development",2,3,"Medical",521,2,"Female",78,2,2,"Laboratory Technician",3,"Married",3448,13436,6,"No",22,4,2,1,20,3,3,1,0,0,0
32,"No","Travel_Rarely",234,"Sales",1,4,"Medical",2013,2,"Male",68,2,1,"Sales Representative",2,"Married",2269,18024,0,"No",14,3,2,1,3,2,3,2,2,2,2
35,"No","Travel_Frequently",200,"Research & Development",18,2,"Life Sciences",1412,3,"Male",60,3,3,"Manufacturing Director",4,"Single",9362,19944,2,"No",11,3,3,0,10,2,3,2,2,2,2
22,"No","Travel_Rarely",1136,"Research & Development",5,3,"Life Sciences",284,4,"Male",60,4,1,"Research Scientist",2,"Divorced",2328,12392,1,"Yes",16,3,1,1,4,2,2,4,2,2,2
20,"No","Travel_Rarely",805,"Research & Development",3,3,"Life Sciences",1198,1,"Male",87,2,1,"Laboratory Technician",3,"Single",3033,12828,1,"No",12,3,1,0,2,2,2,2,2,1,2
53,"No","Travel_Rarely",1070,"Research & Development",3,4,"Medical",386,3,"Male",45,3,4,"Research Director",3,"Married",17584,21016,3,"Yes",16,3,4,3,21,5,2,5,3,1,3
25,"No","Travel_Rarely",622,"Sales",13,1,"Medical",645,2,"Male",40,3,1,"Sales Representative",3,"Married",2096,26376,1,"No",11,3,3,0,7,1,3,7,4,0,6
51,"No","Travel_Frequently",1456,"Research & Development",1,4,"Medical",145,1,"Female",30,2,3,"Healthcare Representative",1,"Single",7484,25796,3,"No",20,4,3,0,23,1,2,13,12,12,8
41,"No","Travel_Rarely",1283,"Research & Development",5,5,"Medical",1448,2,"Male",90,4,1,"Research Scientist",3,"Married",2127,5561,2,"Yes",12,3,1,0,7,5,2,4,2,0,3
31,"No","Travel_Rarely",326,"Sales",8,2,"Life Sciences",1453,1,"Male",31,3,3,"Sales Executive",4,"Divorced",10793,8386,1,"No",18,3,1,1,13,5,3,13,7,9,9
37,"No","Travel_Rarely",977,"Research & Development",1,3,"Life Sciences",1196,4,"Female",56,2,2,"Manufacturing Director",4,"Married",6474,9961,1,"No",13,3,2,1,14,2,2,14,8,3,11
58,"No","Travel_Rarely",1145,"Research & Development",9,3,"Medical",214,2,"Female",75,2,1,"Research Scientist",2,"Married",3346,11873,4,"Yes",20,4,2,1,9,3,2,1,0,0,0
50,"No","Travel_Rarely",328,"Research & Development",1,3,"Medical",249,3,"Male",86,2,1,"Laboratory Technician",3,"Married",3690,3425,2,"No",15,3,4,1,5,2,2,3,2,0,2
38,"No","Travel_Rarely",168,"Research & Development",1,3,"Life Sciences",743,3,"Female",81,3,3,"Manufacturing Director",3,"Single",7861,15397,4,"Yes",14,3,4,0,10,4,4,1,0,0,0
50,"No","Travel_Rarely",813,"Research & Development",17,5,"Life Sciences",1656,4,"Female",50,2,3,"Research Director",1,"Divorced",13269,21981,5,"No",15,3,3,3,19,3,3,14,11,1,11
24,"No","Non-Travel",673,"Research & Development",11,2,"Other",26,1,"Female",96,4,2,"Manufacturing Director",3,"Divorced",4011,8232,0,"No",18,3,4,1,5,5,2,4,2,1,3
27,"No","Travel_Frequently",1242,"Sales",20,3,"Life Sciences",293,4,"Female",90,3,2,"Sales Executive",3,"Single",9981,12916,1,"No",14,3,4,0,7,2,3,7,7,0,7
18,"No","Non-Travel",1431,"Research & Development",14,3,"Medical",1839,2,"Female",33,3,1,"Research Scientist",3,"Single",1514,8018,1,"No",16,3,3,0,0,4,1,0,0,0,0
25,"No","Travel_Rarely",883,"Sales",26,1,"Medical",781,3,"Female",32,3,2,"Sales Executive",4,"Single",6180,22807,1,"No",23,4,2,0,6,5,2,6,5,1,4
37,"No","Non-Travel",1040,"Research & Development",2,2,"Life Sciences",139,3,"Male",100,2,2,"Healthcare Representative",4,"Divorced",5163,15850,5,"No",14,3,4,1,17,2,4,1,0,0,0
31,"No","Travel_Frequently",793,"Sales",20,3,"Life Sciences",1135,3,"Male",67,4,1,"Sales Representative",4,"Married",2791,21981,0,"No",12,3,1,1,3,4,3,2,2,2,2
35,"No","Travel_Rarely",1395,"Research & Development",9,4,"Medical",2008,2,"Male",48,3,2,"Research Scientist",3,"Single",5098,18698,1,"No",19,3,2,0,10,5,3,10,7,0,8
26,"No","Travel_Frequently",575,"Research & Development",1,2,"Life Sciences",792,1,"Female",71,1,1,"Laboratory Technician",4,"Divorced",4364,5288,3,"No",14,3,1,1,5,2,3,2,2,2,0
37,"No","Travel_Rarely",1319,"Research & Development",6,3,"Medical",474,3,"Male",51,4,2,"Research Scientist",1,"Divorced",5974,17001,4,"Yes",13,3,1,2,13,2,3,7,7,6,7
38,"No","Travel_Rarely",827,"Research & Development",1,4,"Life Sciences",724,2,"Female",33,4,2,"Healthcare Representative",4,"Single",7625,19383,0,"No",13,3,3,0,10,4,2,9,7,1,8
41,"No","Travel_Frequently",857,"Research & Development",10,3,"Life Sciences",199,4,"Male",91,2,4,"Manager",1,"Divorced",17181,12888,4,"No",13,3,2,1,21,2,2,7,6,7,7
30,"No","Travel_Rarely",241,"Research & Development",7,3,"Medical",1609,2,"Male",48,2,1,"Research Scientist",2,"Married",2141,5348,1,"No",12,3,2,1,6,3,2,6,4,1,1
34,"No","Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1615,3,"Male",42,4,2,"Manufacturing Director",4,"Divorced",4724,17000,1,"No",13,3,1,1,9,3,3,9,7,7,2
33,"No","Non-Travel",530,"Sales",16,3,"Life Sciences",1681,3,"Female",36,3,2,"Sales Executive",4,"Divorced",5368,16130,1,"Yes",25,4,3,1,7,2,3,6,5,1,2
36,"No","Travel_Rarely",216,"Research & Development",6,2,"Medical",178,2,"Male",84,3,2,"Manufacturing Director",2,"Divorced",4941,2819,6,"No",20,4,4,2,7,0,3,3,2,0,1
42,"No","Travel_Frequently",748,"Research & Development",9,2,"Medical",1480,1,"Female",74,3,1,"Laboratory Technician",4,"Single",3673,16458,1,"No",13,3,3,0,12,3,3,12,9,5,8
20,"No","Travel_Rarely",727,"Sales",9,1,"Life Sciences",1680,4,"Male",54,3,1,"Sales Representative",1,"Single",2728,21082,1,"No",11,3,1,0,2,3,3,2,2,0,2
31,"No","Travel_Rarely",1463,"Research & Development",23,3,"Medical",367,2,"Male",64,2,2,"Healthcare Representative",4,"Married",5582,14408,0,"No",21,4,2,1,10,2,3,9,0,7,8
27,"No","Travel_Rarely",975,"Research & Development",7,3,"Medical",764,4,"Female",55,2,2,"Healthcare Representative",1,"Single",6811,23398,8,"No",19,3,1,0,9,2,1,7,6,0,7
29,"No","Non-Travel",746,"Sales",2,3,"Life Sciences",469,4,"Male",61,3,2,"Sales Executive",3,"Married",4649,16928,1,"No",14,3,1,1,4,3,2,4,3,0,2
56,"No","Travel_Rarely",718,"Research & Development",4,4,"Technical Degree",1191,4,"Female",92,3,5,"Manager",1,"Divorced",19943,18575,4,"No",13,3,4,1,28,2,3,5,2,4,2
36,"No","Travel_Rarely",329,"Sales",16,4,"Marketing",1436,3,"Female",98,2,2,"Sales Executive",1,"Married",5647,13494,4,"No",13,3,1,2,11,3,2,3,2,0,2
34,"No","Travel_Frequently",135,"Research & Development",19,3,"Medical",1285,3,"Female",46,3,2,"Laboratory Technician",2,"Divorced",4444,22534,4,"No",13,3,3,2,15,2,4,11,8,5,10
40,"No","Travel_Rarely",444,"Sales",2,2,"Marketing",1986,2,"Female",92,3,2,"Sales Executive",2,"Married",5677,4258,3,"No",14,3,3,1,15,4,3,11,8,5,10
40,"No","Travel_Frequently",1184,"Sales",2,4,"Medical",1212,2,"Male",62,3,2,"Sales Executive",2,"Married",4327,25440,5,"No",12,3,4,3,5,2,3,0,0,0,0
38,"No","Non-Travel",1327,"Sales",2,2,"Life Sciences",361,4,"Male",39,2,2,"Sales Executive",4,"Married",5249,19682,3,"No",18,3,4,1,13,0,3,8,7,7,5
28,"No","Travel_Rarely",760,"Sales",2,4,"Marketing",846,2,"Female",81,3,2,"Sales Executive",2,"Married",4779,3698,1,"Yes",20,4,1,0,8,2,3,8,7,7,5
29,"No","Travel_Rarely",1370,"Research & Development",3,1,"Medical",1586,2,"Male",87,3,1,"Laboratory Technician",1,"Single",4723,16213,1,"Yes",18,3,4,0,10,3,3,10,9,1,5
31,"No","Travel_Rarely",1274,"Research & Development",9,1,"Life Sciences",581,3,"Male",33,3,3,"Manufacturing Director",2,"Divorced",10648,14394,1,"No",25,4,4,1,13,6,4,13,8,0,8
36,"No","Travel_Rarely",430,"Research & Development",2,4,"Other",1847,4,"Female",73,3,2,"Research Scientist",2,"Married",6962,19573,4,"Yes",22,4,4,1,15,2,3,1,0,0,0
34,"No","Non-Travel",999,"Research & Development",26,1,"Technical Degree",1374,1,"Female",92,2,1,"Research Scientist",3,"Divorced",2029,15891,1,"No",20,4,3,3,5,2,3,5,4,0,0
36,"No","Non-Travel",217,"Research & Development",18,4,"Life Sciences",1133,1,"Male",78,3,2,"Manufacturing Director",4,"Single",7779,23238,2,"No",20,4,1,0,18,0,3,11,9,0,9
35,"No","Travel_Rarely",1370,"Research & Development",27,4,"Life Sciences",1728,4,"Male",49,3,2,"Manufacturing Director",3,"Married",6883,5151,2,"No",16,3,2,1,17,3,3,7,7,0,7
35,"No","Travel_Rarely",817,"Research & Development",1,3,"Medical",1369,4,"Female",60,2,2,"Laboratory Technician",4,"Married",5363,10846,0,"No",12,3,2,1,10,0,3,9,7,0,0
25,"No","Travel_Rarely",266,"Research & Development",1,3,"Medical",1303,4,"Female",40,3,1,"Research Scientist",2,"Single",2096,18830,1,"No",18,3,4,0,2,3,2,2,2,2,1
25,"No","Non-Travel",675,"Research & Development",5,2,"Life Sciences",369,2,"Male",85,4,2,"Healthcare Representative",1,"Divorced",4000,18384,1,"No",12,3,4,2,6,2,3,6,3,1,5
53,"No","Travel_Rarely",970,"Research & Development",7,3,"Life Sciences",730,3,"Male",59,4,4,"Research Director",3,"Married",14814,13514,3,"No",19,3,3,0,32,3,3,5,1,1,3
31,"No","Travel_Rarely",655,"Research & Development",7,4,"Life Sciences",76,4,"Male",48,3,2,"Laboratory Technician",4,"Divorced",5915,9528,3,"No",22,4,4,1,10,3,2,7,7,1,7
42,"No","Travel_Rarely",300,"Research & Development",2,3,"Life Sciences",2031,1,"Male",56,3,5,"Manager",3,"Married",18880,17312,5,"No",11,3,1,0,24,2,2,22,6,4,14
39,"No","Travel_Rarely",867,"Research & Development",9,2,"Medical",1936,1,"Male",87,3,2,"Manufacturing Director",1,"Married",5151,12315,1,"No",25,4,4,1,10,3,3,10,0,7,9
38,"No","Travel_Rarely",371,"Research & Development",2,3,"Life Sciences",24,4,"Male",45,3,1,"Research Scientist",4,"Single",3944,4306,5,"Yes",11,3,3,0,6,3,3,3,2,1,2
40,"No","Non-Travel",218,"Research & Development",8,1,"Medical",1468,4,"Male",55,2,3,"Research Director",2,"Divorced",13757,25178,2,"No",11,3,3,1,16,5,3,9,8,4,8
27,"No","Non-Travel",691,"Research & Development",9,3,"Medical",218,4,"Male",57,3,1,"Research Scientist",2,"Divorced",2024,5970,6,"No",18,3,4,1,6,1,1,2,2,2,2
33,"No","Non-Travel",1283,"Sales",2,3,"Marketing",1756,4,"Female",62,3,2,"Sales Executive",2,"Single",5147,10697,8,"No",15,3,4,0,13,2,2,11,7,1,7
43,"No","Travel_Frequently",1422,"Sales",2,4,"Life Sciences",1849,1,"Male",92,3,2,"Sales Executive",4,"Married",5675,19246,1,"No",20,4,3,1,7,5,3,7,7,7,7
32,"No","Travel_Rarely",638,"Research & Development",8,2,"Medical",865,3,"Female",91,4,2,"Research Scientist",3,"Married",5175,22162,5,"No",12,3,3,1,9,3,2,5,3,1,3
54,"No","Travel_Rarely",1082,"Sales",2,4,"Life Sciences",1070,3,"Female",41,2,3,"Sales Executive",3,"Married",10686,8392,6,"No",11,3,2,1,13,4,3,9,4,7,0
38,"Yes","Travel_Rarely",903,"Research & Development",2,3,"Medical",1573,3,"Male",81,3,2,"Manufacturing Director",2,"Married",4855,7653,4,"No",11,3,1,2,7,2,3,5,2,1,4
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",502,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
30,"Yes","Travel_Frequently",109,"Research & Development",5,3,"Medical",1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",2422,25725,0,"No",17,3,1,0,4,3,3,3,2,1,2
26,"Yes","Travel_Rarely",1449,"Research & Development",16,4,"Medical",394,1,"Male",45,3,1,"Laboratory Technician",2,"Divorced",2373,14180,2,"Yes",13,3,4,1,5,2,3,3,2,0,2
26,"Yes","Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2
32,"Yes","Non-Travel",1474,"Sales",11,4,"Other",631,4,"Male",60,4,2,"Sales Executive",3,"Married",4707,23914,8,"No",12,3,4,0,6,2,3,4,2,1,2
26,"Yes","Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,0,7,2,3,6,4,0,4
39,"Yes","Travel_Rarely",1122,"Research & Development",6,3,"Medical",932,4,"Male",70,3,1,"Laboratory Technician",1,"Married",2404,4303,7,"Yes",21,4,4,0,8,2,1,2,2,2,2
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",90,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0
46,"Yes","Travel_Rarely",261,"Research & Development",21,2,"Medical",1821,4,"Female",66,3,2,"Healthcare Representative",2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7
32,"Yes","Travel_Frequently",1125,"Research & Development",16,1,"Life Sciences",33,2,"Female",72,1,1,"Research Scientist",1,"Single",3919,4681,1,"Yes",22,4,2,0,10,5,3,10,2,6,7
32,"Yes","Travel_Rarely",1045,"Sales",4,4,"Medical",291,4,"Male",32,1,3,"Sales Executive",4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8
33,"Yes","Travel_Rarely",465,"Research & Development",2,2,"Life Sciences",328,1,"Female",39,3,1,"Laboratory Technician",1,"Married",2707,21509,7,"No",20,4,1,0,13,3,4,9,7,1,7
28,"Yes","Travel_Frequently",1009,"Research & Development",1,3,"Medical",1111,1,"Male",45,2,1,"Laboratory Technician",2,"Divorced",2596,7160,1,"No",15,3,1,2,1,2,3,1,0,0,0
33,"Yes","Travel_Rarely",587,"Research & Development",10,1,"Medical",584,1,"Male",38,1,1,"Laboratory Technician",4,"Divorced",3408,6705,7,"No",13,3,1,3,8,2,3,4,3,1,3
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",55,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
32,"Yes","Travel_Rarely",414,"Sales",2,4,"Marketing",1862,3,"Male",82,2,2,"Sales Executive",2,"Single",9907,26186,7,"Yes",12,3,3,0,7,3,2,2,2,2,2
20,"Yes","Travel_Rarely",500,"Sales",2,3,"Medical",922,3,"Female",49,2,1,"Sales Representative",3,"Single",2044,22052,1,"No",13,3,4,0,2,3,2,2,2,0,2
44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1200,3,"Male",96,3,1,"Research Scientist",3,"Single",2936,10826,1,"Yes",11,3,3,0,6,4,3,6,4,0,2
20,"Yes","Travel_Frequently",769,"Sales",9,3,"Marketing",1077,4,"Female",54,3,1,"Sales Representative",4,"Single",2323,17205,1,"Yes",14,3,2,0,2,3,3,2,2,0,2
41,"Yes","Travel_Rarely",1360,"Research & Development",12,3,"Technical Degree",58,2,"Female",49,3,5,"Research Director",3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8
33,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",582,2,"Male",56,3,3,"Manager",3,"Married",13610,24619,7,"Yes",12,3,4,0,15,2,4,7,6,7,7
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
30,"Yes","Travel_Frequently",334,"Sales",26,4,"Marketing",299,3,"Female",52,2,2,"Sales Executive",1,"Single",6696,22967,5,"No",15,3,3,0,9,5,2,6,3,0,1
47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3
18,"Yes","Travel_Frequently",1306,"Sales",5,3,"Marketing",614,2,"Male",69,3,1,"Sales Representative",2,"Single",1878,8059,1,"Yes",14,3,4,0,0,3,3,0,0,0,0
18,"Yes","Travel_Rarely",230,"Research & Development",3,3,"Life Sciences",405,3,"Male",54,3,1,"Laboratory Technician",3,"Single",1420,25233,1,"No",13,3,3,0,0,2,3,0,0,0,0
35,"Yes","Travel_Rarely",303,"Sales",27,3,"Life Sciences",1797,3,"Male",84,3,2,"Sales Executive",4,"Single",5813,13492,1,"Yes",18,3,4,0,10,2,3,10,7,7,7
36,"Yes","Travel_Rarely",530,"Sales",3,1,"Life Sciences",967,3,"Male",51,2,3,"Sales Executive",4,"Married",10325,5518,1,"Yes",11,3,1,1,16,6,3,16,7,3,7
40,"Yes","Non-Travel",1479,"Sales",24,3,"Life Sciences",986,2,"Female",100,4,4,"Sales Executive",2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0
47,"Yes","Non-Travel",666,"Research & Development",29,4,"Life Sciences",376,1,"Male",88,3,3,"Manager",2,"Married",11849,10268,1,"Yes",12,3,4,1,10,2,2,10,7,9,9
33,"Yes","Travel_Rarely",118,"Sales",16,3,"Marketing",819,1,"Female",69,3,2,"Sales Executive",1,"Single",5324,26507,5,"No",15,3,3,0,6,3,3,3,2,0,2
40,"Yes","Non-Travel",1479,"Sales",24,3,"Life Sciences",986,2,"Female",100,4,4,"Sales Executive",2,"Single",13194,17071,4,"Yes",16,3,4,0,22,2,2,1,0,0,0
33,"Yes","Travel_Rarely",587,"Research & Development",10,1,"Medical",584,1,"Male",38,1,1,"Laboratory Technician",4,"Divorced",3408,6705,7,"No",13,3,1,3,8,2,3,4,3,1,3
20,"Yes","Travel_Rarely",129,"Research & Development",4,3,"Technical Degree",960,1,"Male",84,3,1,"Laboratory Technician",1,"Single",2973,13008,1,"No",19,3,2,0,1,2,3,1,0,0,0
28,"Yes","Travel_Rarely",1404,"Research & Development",17,3,"Technical Degree",1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",2367,18779,5,"No",12,3,1,1,6,2,2,4,1,0,3
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
35,"Yes","Travel_Frequently",880,"Sales",12,4,"Other",1667,4,"Male",36,3,2,"Sales Executive",4,"Single",4581,10414,3,"Yes",24,4,1,0,13,2,4,11,9,6,7
31,"Yes","Travel_Frequently",874,"Research & Development",15,3,"Medical",1160,3,"Male",72,3,1,"Laboratory Technician",3,"Married",2610,6233,1,"No",12,3,3,1,2,5,2,2,2,2,2
50,"Yes","Travel_Rarely",410,"Sales",28,3,"Marketing",2055,4,"Male",39,2,3,"Sales Executive",1,"Divorced",10854,16586,4,"Yes",13,3,2,1,20,3,3,3,2,2,0
58,"Yes","Travel_Rarely",147,"Research & Development",23,4,"Medical",165,4,"Female",94,3,3,"Healthcare Representative",4,"Married",10312,3465,1,"No",12,3,4,1,40,3,2,40,10,15,6
47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3
50,"Yes","Travel_Frequently",959,"Sales",1,4,"Other",1113,4,"Male",81,3,2,"Sales Executive",3,"Single",4728,17251,3,"Yes",14,3,4,0,5,4,3,0,0,0,0
40,"Yes","Travel_Rarely",676,"Research & Development",9,4,"Life Sciences",1534,4,"Male",86,3,1,"Laboratory Technician",1,"Single",2018,21831,3,"No",14,3,2,0,15,3,1,5,4,1,0
31,"Yes","Travel_Rarely",359,"Human Resources",18,5,"Human Resources",1842,4,"Male",89,4,1,"Human Resources",1,"Married",2956,21495,0,"No",17,3,3,0,2,4,3,1,0,0,0
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",502,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
39,"Yes","Travel_Rarely",1122,"Research & Development",6,3,"Medical",932,4,"Male",70,3,1,"Laboratory Technician",1,"Married",2404,4303,7,"Yes",21,4,4,0,8,2,1,2,2,2,2
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
33,"Yes","Travel_Rarely",211,"Sales",16,3,"Life Sciences",1758,1,"Female",74,3,3,"Sales Executive",1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0
31,"Yes","Travel_Rarely",359,"Human Resources",18,5,"Human Resources",1842,4,"Male",89,4,1,"Human Resources",1,"Married",2956,21495,0,"No",17,3,3,0,2,4,3,1,0,0,0
28,"Yes","Travel_Rarely",890,"Research & Development",2,4,"Medical",828,3,"Male",46,3,1,"Research Scientist",3,"Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1
53,"Yes","Travel_Rarely",1168,"Sales",24,4,"Life Sciences",1968,1,"Male",66,3,3,"Sales Executive",1,"Single",10448,5843,6,"Yes",13,3,2,0,15,2,2,2,2,2,2
50,"Yes","Travel_Frequently",878,"Sales",1,4,"Life Sciences",2044,2,"Male",94,3,2,"Sales Executive",3,"Divorced",6728,14255,7,"No",12,3,4,2,12,3,3,6,3,0,1
29,"Yes","Travel_Rarely",341,"Sales",1,3,"Medical",896,2,"Female",48,2,1,"Sales Representative",3,"Divorced",2800,23522,6,"Yes",19,3,3,3,5,3,3,3,2,0,2
21,"Yes","Travel_Rarely",1334,"Research & Development",10,3,"Life Sciences",1079,3,"Female",36,2,1,"Laboratory Technician",1,"Single",1416,17258,1,"No",13,3,1,0,1,6,2,1,0,1,0
46,"Yes","Travel_Rarely",377,"Sales",9,3,"Marketing",1457,1,"Male",52,3,3,"Sales Executive",4,"Divorced",10096,15986,4,"No",11,3,1,1,28,1,4,7,7,4,3
40,"Yes","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1649,1,"Male",73,3,1,"Laboratory Technician",1,"Single",2166,3339,3,"Yes",14,3,2,0,10,3,1,4,2,0,3
25,"Yes","Travel_Rarely",867,"Sales",19,2,"Marketing",952,3,"Male",36,2,1,"Sales Representative",2,"Married",2413,18798,1,"Yes",18,3,3,3,1,2,3,1,0,0,0
36,"Yes","Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1042,3,"Female",43,4,1,"Laboratory Technician",1,"Single",2743,8269,1,"No",16,3,3,0,18,1,3,17,13,15,14
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",55,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
33,"Yes","Travel_Rarely",1017,"Research & Development",25,3,"Medical",1108,1,"Male",55,2,1,"Research Scientist",2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2
28,"Yes","Travel_Frequently",1496,"Sales",1,3,"Technical Degree",1486,1,"Male",92,3,1,"Sales Representative",3,"Married",2909,15747,3,"No",15,3,4,1,5,3,4,3,2,1,2
28,"Yes","Travel_Rarely",1404,"Research & Development",17,3,"Technical Degree",1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",2367,18779,5,"No",12,3,1,1,6,2,2,4,1,0,3
24,"Yes","Travel_Rarely",693,"Sales",3,2,"Life Sciences",720,1,"Female",65,3,2,"Sales Executive",3,"Single",4577,24785,9,"No",14,3,1,0,4,3,3,2,2,2,0
29,"Yes","Travel_Rarely",408,"Research & Development",25,5,"Technical Degree",565,3,"Female",71,2,1,"Research Scientist",2,"Married",2546,18300,5,"No",16,3,2,0,6,2,4,2,2,1,1
30,"Yes","Travel_Frequently",109,"Research & Development",5,3,"Medical",1017,2,"Female",60,3,1,"Laboratory Technician",2,"Single",2422,25725,0,"No",17,3,1,0,4,3,3,3,2,1,2
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",167,4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
